Id,Price
4567,158886.01619445055
5925,125384.26921472856
960,136865.74109404435
3848,124684.5834030854
746,197994.0545284047
868,337936.2121602021
672,115246.94040391623
2471,204478.5312641234
4510,109732.1999445284
8354,291383.4877086579
6393,173677.5476269167
13270,224666.5594272857
5250,308080.0178447684
16751,173138.60028878867
11404,143454.2723899462
10588,333122.78961855866
14925,185186.633181025
6791,130935.36412740847
16097,179477.36027056622
16428,361250.0069007218
6945,352177.7703792671
3190,186904.26560462546
15709,428313.580469392
13155,162838.0393794973
7675,184128.14536511336
14686,240501.34792866235
609,163941.29815218333
11155,129633.26501097664
10869,203312.48222636766
15742,187182.68207244665
9245,192608.2330279124
3340,168957.50485220234
2359,273858.9463798939
8070,191395.1415936516
13707,125421.6614026691
16079,232559.679188634
15937,257787.7862163552
14090,178004.6122578847
9008,238460.77957631112
16384,191187.39027703367
11657,240100.4704886877
13151,160514.21505766208
8990,185775.3776587643
11857,188026.97396100042
1565,172920.12232842154
8174,99935.81265754334
9247,253191.78726485762
10478,210234.6587831074
15509,149593.46517442557
8306,240083.73406041935
6642,186744.76117665655
7472,202484.99051500164
15989,128068.39574886854
13682,128844.5176444301
163,279312.22423922917
7076,173495.80430200775
7478,384772.39357452124
3029,188724.37918285804
1814,146594.3172813601
10057,140074.80424907422
15100,199738.50717386298
12694,233053.62303578499
6291,178697.07864739813
12603,190048.10986752372
3218,247633.20751429777
13456,130823.00153577239
10170,232211.47945364835
4530,144807.61966191017
13329,157037.56830285795
4820,138960.61719634014
10896,171995.26204412736
13416,146643.30898761694
2701,218635.3523116736
11265,336247.2694844813
9189,293034.2279896595
1858,173145.000449032
14536,239887.07267676643
6199,317824.06997238216
14730,152844.3465273669
7510,262124.23813686124
15505,166497.90942232608
7446,192689.824056018
14016,209696.72666310862
14113,114911.82502092655
8721,293715.7283430643
6193,328147.2633707142
5717,183573.0161377644
5427,285293.19075961737
9520,452787.02777735726
6869,102128.48916712197
1658,154574.78553301442
6639,189875.52502906776
6283,186829.0919533013
6257,129255.05349650346
15235,168257.91719089038
902,256807.11284101516
8932,214725.07699546573
16469,414101.7789071851
2825,251337.94170630284
6450,419596.72734582506
11366,172477.33122894124
3801,355557.46484382957
11385,180675.79700998106
1079,191270.09713884513
3202,221796.96529139302
676,227743.38417225296
6185,319310.34832362557
7730,163952.0106849883
2573,179514.8944690241
10978,209844.9774423498
10962,247340.89413793306
8870,190116.2934310375
8496,190275.00531866925
5517,160869.54439242103
927,183584.88347076517
13675,194124.00754763343
1499,225342.71135908764
15536,345353.29573187995
8602,353923.12459245004
12137,442617.1308641313
9865,254788.91175382704
16353,291098.8934491735
15908,221696.7697717675
3944,186968.4996754661
10359,200684.0180229593
15158,200601.81304694602
3259,267624.3165873704
7220,320656.49530850106
13843,212754.95073816073
16736,173610.0270142152
702,244530.2187626652
16401,120956.5899754336
12134,173499.85595154486
6918,218681.17950197167
11792,128798.25302257382
3798,156290.13983860103
10395,130050.42402035695
11099,122024.34106207029
7090,222211.20756625605
11260,196062.38560586565
9647,201517.18939424847
2903,373284.46658418066
2071,182819.42474325866
8604,199958.05777485517
9346,204171.63276325524
3945,199535.454987301
3420,137158.33088097646
10842,129290.5368107965
725,176579.63039432504
13931,194991.53245048813
16330,231333.6578262803
9066,466845.06044830516
3326,304502.8534085187
1556,270027.230863561
6579,100000.59529580278
13877,156957.55004848493
9857,336252.754903353
7302,269235.32053045736
5684,186209.79847671447
6513,225827.5830643526
11342,114551.01533205755
16561,245549.2798471958
6885,172269.39085238642
9308,185222.3788282143
2559,159830.99289314312
6648,182518.54442253214
15260,171046.32113204084
5113,178224.1291642284
16492,198312.31057586585
12034,283532.0633481412
7248,202721.86103679478
2171,216221.43121481585
10594,151195.26362764035
13241,192915.01980859655
7032,141661.61470927697
4884,166289.69723430902
903,191202.98344218847
162,165118.3788353098
6566,269542.28070540813
8249,123463.39829683349
13106,183645.593146427
256,130096.29779156922
7976,163696.37467131516
8575,174811.34374546874
7591,306301.35008085275
3204,258130.22436104887
15804,191256.54161147273
1525,302252.2940622011
9038,209260.90730802994
13628,185456.65057431988
10016,201887.35299392018
10208,228410.34690825565
2008,191169.78703850374
13029,204832.34868064578
5099,127105.01316668175
9923,276361.73794855556
9461,111981.38098109732
11086,188524.44879369508
15057,276531.4431437865
10689,175443.86807491793
2053,239904.86571291185
16630,157182.93213946978
4985,162288.92415038747
13881,218352.41099588564
13225,197699.86040591847
5779,68201.83071861141
10262,190453.48125474213
10762,218339.2692641483
9513,202785.03109868255
11128,149800.71307523415
2074,294867.73882071907
933,185901.38928511168
2780,189880.10497849004
6594,113947.30082067607
15394,320642.2919995402
14863,146769.68698339342
6698,218859.12888760227
1611,240184.4123891938
174,181155.35549106493
5160,269442.2603558524
3295,312491.06264481926
4559,359784.62081457296
8254,170719.09984120142
10228,111266.66246670079
13924,138911.88880737478
15341,241912.03624554435
4353,192762.98086663015
4334,69963.86840189014
1872,174958.12590811375
7823,183224.633289905
310,167380.56692708607
3704,249648.34906821375
11615,368824.9682322152
6605,195922.01871341775
3381,192587.943827915
2143,143321.9946072086
3191,268221.6325477389
13980,138085.31478341584
15613,167678.6791400121
10943,252879.83783126128
9654,153748.7359071728
16053,378219.77145109343
14931,217741.84491974776
8299,220162.62211718867
2147,172066.06858963118
11567,415744.9416651266
5905,131569.34706463545
11160,153920.12466723623
8275,155454.06264198173
16398,258968.0401098494
11229,185522.8864888179
10309,157199.9538596457
7340,271082.8453039933
7653,164663.96937803182
272,190120.9933948838
9831,223599.53214057657
5016,167478.43805696175
5968,80156.75890211161
796,254197.47156298682
12123,129179.55564211447
16629,184690.5702944165
2637,174281.25109622645
6194,221869.07380784955
6216,355125.8888297113
14346,165948.46691139534
6428,140137.0753182601
2891,236323.99165085767
84,176415.07888464042
9260,194703.5846808668
15250,136832.3613529233
2348,203112.42560230818
10427,264330.6784622762
13230,256329.8980600604
1691,217916.6971219319
8803,124619.484749395
5464,286487.03320610797
10559,115029.37713672534
16787,310539.178521562
4278,151402.1966279907
6183,168661.74782375075
12775,165717.44172300556
10104,170125.39354089997
13663,186205.31855323334
9404,245723.17499644504
14724,206054.11224675513
10040,169533.77597217177
4646,193046.48082083347
4754,158976.71854599882
3310,219104.94923669702
2003,197121.15099702493
7312,147086.25303566537
10921,217314.1302497485
13419,272194.88458177546
10105,157337.7780056352
2196,401155.7061666697
12659,220524.1086998406
4380,226573.76712344668
10847,153577.2832897982
10805,282176.91621973424
8709,96665.64004146881
8319,179913.57492496682
2215,181681.92448116545
7000,194657.30455325093
7701,117704.45201791452
9678,186250.8803697597
14026,213763.83646051728
7971,167152.19272911578
13734,139871.6591046641
16483,207709.83771896784
6150,213378.68640073575
2931,273940.48791005096
5418,188250.06000978284
1662,512839.1292524556
2441,209459.8659183595
669,136342.77062701728
7734,189060.24053536807
6010,274684.64244137687
266,145021.1113007078
632,143164.23037852577
16221,103208.00087100535
11832,174891.62661169367
5035,102069.24009846931
37,124734.11062145076
6168,184564.4356885156
11757,179821.96844861307
8086,122266.63789401324
6529,232863.2208611581
15121,183281.34101642817
13904,147243.82873798846
3711,224344.7855497279
16563,127238.72823662701
14494,168916.8342029266
3006,221069.44917647474
15299,112249.35707874066
92,296172.16590511496
8066,173419.4222900299
16071,198594.18759709445
10662,142865.35692810928
3883,243671.5703972456
5511,116283.20116149579
2821,252704.74594119436
9570,185401.42386809865
4326,254152.45130971872
9251,241810.6237201982
9031,212069.2162874648
12689,156247.71654830434
16380,232827.67791593212
1053,251519.4030489174
4568,183278.66350082905
16140,112939.90593319807
14356,394489.4972055707
8466,177620.96683228845
15652,142944.88949510615
3285,129589.68589882803
3198,167228.19330290233
14088,383780.9964880129
2268,113492.76334531537
15472,222699.3058156137
1203,239167.50776747763
7157,355761.12098648393
6886,188568.49733675967
5083,243714.9961570316
7467,148294.50800128718
14068,216492.57353410008
2080,178400.53112791124
10865,172169.0669667307
13516,179414.72560341525
14150,212443.02804672185
7609,108845.43594806256
2144,374986.42309790873
10357,196406.34603150922
2396,218496.84349275433
1526,376243.2599294053
10890,247575.2913854752
8638,429551.170903848
6050,269573.02756105264
7639,111398.4662300387
10544,192459.9128144861
9577,223854.76351261363
13195,210012.45935429513
3484,225215.63286467653
16668,438680.86758238665
7171,185667.125834062
8547,223029.4025695672
12735,273757.3603035183
9093,189102.63198177432
15323,206751.17877985098
14897,140349.957172757
5135,141108.5009443444
5327,171531.7673077582
13133,255506.02816528044
1676,315250.9108610995
16296,290456.3323822781
1095,143764.90444046987
12528,160116.3875109958
7348,281820.2583927878
11663,173504.91854117077
1803,199731.14222498983
1510,229382.38636395292
16045,211687.19436623398
2900,146182.72592625231
3236,167579.99078885996
1318,229698.48929511703
14948,225095.75132292704
7840,291263.4576720698
15325,196835.97940710053
8700,113112.85835794597
15706,203961.31451776173
14449,174830.06188793803
16117,197911.0345149474
4529,198937.92078434263
11199,193643.5381616204
4052,384496.0125575627
821,201645.6299152849
68,218857.00818329226
554,109777.99309681183
452,202947.68304509026
11394,276080.87475849956
11393,178307.4507071041
9535,179774.95253648458
4024,192421.37405285693
10069,209606.24711719406
12007,157499.6804672778
12368,317548.5006941239
1259,365326.71483973897
1124,343657.506080119
3707,193863.18125103705
8767,169707.09754546292
1919,164133.74510311498
16741,160599.1950341796
6664,287837.6636202242
5688,341901.05582533084
7799,157661.97272309585
14843,295784.02315903327
7532,137832.7199341271
8133,164340.19062760044
6264,324105.5777314959
4125,162673.9265729497
2410,170802.94837448923
13607,207845.85824024692
1716,262940.03507616563
1370,141642.26020825046
2273,393520.80412956746
15298,320167.91241012147
4284,259730.56929566956
12303,139643.44769438638
7808,138599.0272676641
2203,148920.92195574922
7237,126711.66066583879
15864,176573.02262129873
2844,203216.24324594415
5729,166413.6711038791
11812,311608.1804121975
1779,152146.8194430964
6442,131009.96454319272
6160,206109.32526835077
8266,202646.7762442189
9903,151556.48085430742
2867,139486.80023883624
6998,177892.9619877635
13932,175303.93877780894
12587,160529.67354295574
3611,231309.19560525462
2646,278105.83890029514
1890,165083.2477828524
860,241692.9188858172
14187,185859.30846478138
12569,292679.21090506064
1276,90820.88862209408
12025,207037.44112936093
4890,269085.02828763606
14410,332226.86192396993
10352,275866.2269975655
11407,153476.8644002407
10384,173229.26404165372
7622,299913.9185553446
12578,160851.28268737407
15820,170351.7443420644
563,193047.0829991722
15226,166863.83618588862
6396,212735.91751109145
6247,146236.02686278382
3339,150911.97133605048
10975,290528.42455048714
7475,100612.27093018364
11129,190894.37799846593
3051,240632.31106272672
10232,255146.50281844538
14106,188605.741423076
5502,224337.04302959924
4558,71814.4567577196
4181,144750.8889445797
8426,128368.79800339742
6611,149682.81245571398
14641,136175.433460329
15539,271960.74998763873
13119,139256.9116139283
11716,159024.43087177692
7316,231618.2390311255
7791,103830.89077714035
13034,397138.8894450209
1068,236694.61720141693
4060,166327.1296947409
10172,222866.66630482915
2591,202732.33574530805
12494,318928.9961701743
7828,303087.86443125457
15284,186448.7300463252
7947,170231.49296369354
16335,216563.83310762479
10234,352016.8119492872
2797,266851.4712491869
5341,243787.15931923938
3059,287132.7440826888
1559,69130.39788706072
15320,242707.38555367288
10284,358901.79285173095
4134,223250.2546293235
4481,237582.6201070326
7222,184525.24361731656
4062,203331.1706069718
2192,155693.80136968926
9637,177931.69313407317
16236,169705.26185302925
4272,165461.75147885559
9406,274536.45183004416
14309,236808.8520657194
1946,289591.0883943117
16235,238787.47143491526
7146,169050.80889945637
16784,234189.3548666026
349,374561.7534443892
6251,168291.50492756945
5128,374591.89738547703
11718,188060.8788984547
16721,87976.5368233669
12517,175877.08669504322
15961,185905.64117783186
9428,157908.37582962628
14541,149190.92818422863
10168,108050.7599940193
11270,171340.6549401318
13210,223885.4674192084
11518,163704.4476412517
12612,188026.86459577136
16352,120698.65355486287
9935,188675.66560521736
15521,273974.4608443879
11482,196279.55048636877
11443,173845.5650796129
9459,230363.30194979516
9218,185319.03491531912
854,143905.29027243867
5619,139144.62738560222
9208,173149.7159634306
4391,187876.32819863825
15207,164437.82864869363
7183,186151.0305373893
16442,219215.32357388805
7936,81237.52692300695
10606,331809.8344795989
4979,158594.1381822775
4854,285115.05779862666
16476,120169.36678652866
10516,147944.99981320172
16261,252362.17720286152
90,408849.4489385648
5433,183092.29995371963
14338,125571.95746072507
13487,295443.82335919666
8211,516989.5619730914
170,178905.2314211029
14051,97834.94817881862
10686,201190.73862092738
7595,301435.74289365934
6777,358824.07207479567
14661,186337.90070938497
13991,310458.24490020354
16795,167996.2412872634
2740,132472.05905358927
7368,345125.0206110889
2413,258374.05806360848
1852,470944.6997685863
15200,401007.44830767764
8467,342669.29586360505
16379,281272.07446120435
3375,182693.48428964333
5945,475491.5980205331
2641,174182.11491099748
2837,308573.15260596114
3498,185280.03116902837
10876,158486.6602881743
1285,212993.80011077947
9285,237376.63715126662
4015,324175.6666148656
2526,179444.64391145474
7814,205425.02557641896
7117,266499.8784669962
12359,102129.96568363215
3303,251637.55709307943
13874,169575.20167122368
5484,194334.53077242724
15067,158176.11351413428
12639,227847.40399583513
3388,221142.05086141647
4256,197273.07596499077
15738,199614.33963957813
14049,190245.55687298524
15780,190395.56355709396
9564,174292.66808794867
11910,207393.882505113
11315,198697.47781706203
1733,167125.90381754338
3910,319920.8819828047
7552,475362.8488946025
254,196939.18752719637
5222,241518.35992217553
8314,239964.5552252878
16743,131064.00141259385
10335,111584.06709784198
8226,255921.53335154065
12254,211736.02545195102
13152,227957.36390831872
15020,201440.12719732852
16349,231349.4077653659
11924,156497.59087677376
12543,190798.86957707664
14114,228882.23279155043
12318,284712.37506449607
15383,184674.63364639843
6679,197239.00319364746
635,192883.87604455362
15993,247878.17780932598
11375,194255.23929687758
11216,178625.45785814815
15401,211005.1542287558
11301,155379.22634249783
13804,255278.49737907865
10839,174393.45346029638
1588,338063.757954522
3596,198779.62758107434
5816,178807.38167737584
8099,150097.07088410345
6551,196850.57771937174
14075,495173.1964392486
13431,216305.4161219846
9481,325969.32051237416
5295,148642.98669622003
15859,324427.36723275314
10634,308490.2930660658
444,212286.09315728478
11686,274609.83403239585
1213,208737.29993568
13970,177012.3461039512
6849,455370.1756115431
9911,242715.9705133877
5649,161987.63704777826
7184,240822.9040286713
5877,286729.2271178146
1655,370350.136604208
15301,204068.05276530088
12389,225601.02937770606
5241,270270.620279321
7048,177133.8657802305
10574,141140.8571167546
8593,149588.62694953135
4752,180124.58548561946
14663,185949.2314545024
10994,218228.069518808
87,78758.38569236342
5132,115248.20021687698
6372,352706.2594510513
7411,260460.9764060435
3319,287372.5823177201
9355,126377.01739340014
5139,256302.24782570862
56,225883.0543775179
3249,153284.05405717265
5047,75710.63155716087
13238,320251.67291038693
2190,254947.73988712995
15599,184983.71446164764
6542,176087.63339142277
1968,160482.77045560486
5630,186855.37272201036
9157,286316.5351513952
789,175366.96829841577
1413,275624.05901312985
12514,210027.73158238406
13459,146286.99839778474
1345,221744.8710823195
4034,203996.7758521501
15169,150859.78576673297
6770,242872.50713497802
3334,197452.48381225564
12998,159305.37412156572
15870,235475.75393914685
1871,177296.33107850797
5770,149506.5139771542
13196,103507.6265818947
7633,195151.61551167097
10699,211788.92024155412
15470,199523.86372914014
1903,488626.8772163162
13860,204244.460248963
7649,206444.12191841562
11043,217782.9147544108
2922,228789.91038158428
7538,366924.9475654882
9477,119825.1065958894
117,472837.0353807431
1457,254003.45647365312
7082,166578.91242841945
3053,259200.1611443343
12522,99174.06893199495
5744,385162.54969705513
13566,363388.58967630094
1464,134503.03135432245
3852,125392.67871206695
9557,229208.0088630973
14719,391630.85550131655
13978,135116.40200778432
3286,152930.743537854
13019,318758.57848079887
1421,144827.35578819978
13502,187516.6612033792
14811,131583.975231963
9297,276860.8465417317
7749,491951.5167243376
16555,136812.8171653931
14576,180363.77483973643
12766,158660.10472647974
4679,205476.21159350622
10033,198012.03191678
11231,241904.0684653869
15112,154957.6817816985
10617,174030.9293058984
2175,173198.03311168286
16502,497313.91073351353
10106,191294.79494919092
12561,157306.20585720922
15907,294597.40649940015
8069,120464.35800854728
8316,133442.44877427432
12343,239636.30121671723
12092,151371.21116756936
1527,175974.97765262862
10010,287877.7890697819
655,104862.13279067866
10549,147932.3631212693
3248,112290.10473485038
13499,235847.56511829206
14959,222060.75804226153
6070,162443.9287268798
11360,268747.5149900351
12102,196455.38778777752
11870,285810.3703180528
3713,71266.39547296654
3230,148794.60395201112
7742,231692.6404149612
15092,340391.72240785614
8728,274124.6423043776
3386,140527.49072973971
9409,147116.64220826226
16545,254188.35301996325
3127,163422.06142871245
11344,164712.97827333902
2112,225904.19851411998
7310,197861.3443052724
6313,223250.36130670016
3681,396088.9952888478
5114,327304.00997691375
270,153945.22274139003
14350,178053.7813895699
